Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
142339.0,0.209155491515912,-3.13224743363564,-3.65132290994189,0.885325622585719,-0.160382530199868,-0.920770526343832,2.13190984280921,-0.696718528201641,-0.305085267727995,-0.0367284788407413,0.460025746288508,0.171582174871708,-1.11216754003595,1.44301371025457,-0.628273075510623,-0.357079090390127,-0.314801236676657,0.111968536508162,0.152088739782734,1.73143925015305,0.877396924678607,0.383974774234802,-1.08778088754584,-0.324704335797296,0.225371270642585,0.926122394201437,-0.342282422888185,0.0586265276460851,998.0,0
79637.0,-3.9906277283407,-3.44131946495563,0.247353845882181,-0.485507002582552,-0.680542940223009,-1.63440337335977,1.30353626991371,0.295475498300383,0.571071377763601,-3.03848986349887,-0.190549871162596,0.403291743744073,-0.177897145913389,-0.741810897936878,0.689670786118329,0.0206561397626951,0.950833700345874,0.910094949304589,-0.367049576480456,1.96805602777178,0.659524875215098,-0.140620114924666,1.1730727753267,0.563187443896229,0.903370152857784,-0.778154372839718,-0.204982036060632,-0.317667888620446,659.96,0
149153.0,1.00391019659714,0.964098627350047,-0.615359935230409,1.36265454744415,0.437989593295235,-0.606326165543325,0.541360945688697,-0.247698048489533,-0.482696630916278,-0.105938691231439,0.182893594895041,0.591740623191381,1.33709840614375,-0.981945661305293,1.16999057622443,-0.965601241990356,1.51766549033838,-0.246897459831045,2.27367699056497,0.233037430673542,-0.171361126676228,-0.21623921121727,0.400152178652644,1.05023538709027,-1.56146682284304,0.387045522991104,0.149067378344476,0.111957622299816,2.69,0
143456.0,-2.00658175419571,3.67657741239774,-5.4638107839612,7.23205827524957,-1.62785946243328,-0.996754564165374,-4.29983258601582,2.26886675517902,-3.65106703430768,-4.40092985049667,4.21321289394162,-5.73781516761686,-0.875693366725877,-8.89372633557037,-0.56243377737014,-3.28178373472677,-4.3689859085708,-0.736733764663363,1.60929290421203,0.474414052771714,0.713906864071022,-0.0638675905141125,0.16794731876444,-0.449863968939219,0.0237020976105368,0.536905295464468,0.485864026565305,-0.0423934808851287,1.0,1
102542.0,-1.45687631770562,3.74030556080113,-7.40451844591174,7.44096403590735,-1.5498779534738,-1.66169686169337,-5.75721301357641,1.61501101078404,-2.19488072574389,-6.80713525144464,6.82579316213884,-10.3997491177692,1.83644883978883,-11.872845098188,-3.6423925983095,-6.0441031440521,-9.75077638654123,-3.11637225405711,0.0653171492484702,0.529557330911833,0.957897451629944,0.145339479676781,-0.0447039008346728,-0.544961671329029,-0.757756535554721,-0.005352369235898,0.318152285707546,-0.323553622642371,2.28,1
128825.0,0.852278672035814,-3.25882099839195,-0.928316125884902,-0.168655031369992,-1.80603318579315,0.390640795812473,-0.459221306248824,-0.0374801848114709,0.579765239821408,0.219960095312874,-1.2105183454253,-0.12108361326951,0.367469610812306,-0.84005637082558,-0.786102054317552,0.913950073736415,0.508439203921323,-1.50360506303013,0.689270983998649,1.32512050955943,0.352006630978153,-0.2833320402052,-0.235861162685421,0.643640983105947,-0.613572328112471,-0.460508077841135,-0.0868640541772429,0.080896104869002,671.0,0
43494.0,-1.27813773524814,0.716241580332591,-1.14327922918382,0.217804800631468,-1.29389046969973,-1.16895152511977,-2.56418198278833,0.204532467641239,-1.61115462297744,-1.25028553742691,3.36736102310858,-4.58309584545642,-0.806939683730076,-5.20830522179452,0.525823682164556,-1.81591431259746,-5.24911146794949,-2.19669120679566,2.10905264474381,0.817203155491914,0.490182667533974,0.470427403079725,-0.126261344339209,-0.126644458784455,-0.661907559467122,-0.349792996571914,0.454851068382725,0.137843477172283,24.9,1
149695.0,-0.844566388109768,0.377297182470798,1.52554651364372,-2.51586537575237,-0.147548858141839,-0.126982781254069,0.201967884706306,0.214737310028725,1.04281097064768,-1.3889271518079,0.804286724986464,0.0725859235845557,-1.86014572523972,0.438523383237588,0.808535125753381,-0.410704733734682,-0.224204416839013,0.60966295376531,1.54698369798051,-0.0992370518613067,-0.157954459654625,-0.595029923016899,-0.180710368919814,0.648622563965166,0.206303580265121,-0.423862384247412,-0.22387851274374,0.0646544633318577,2.87,0
68207.0,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,1
63748.0,-1.33213063474068,-0.829325491214293,0.71980751007212,-0.616504947979091,-1.27675732713454,0.332278909079828,2.40999939076939,-0.177004319071142,-2.16410832007749,-0.228209529699484,0.662269593825739,0.294217097165334,0.379634244461522,0.358548821106901,-0.696721761143863,-0.797013993676171,-0.869897189027541,1.51684574938053,-1.24677303988547,0.580338681644365,-0.394820428141416,-1.74871420239577,1.30589656430957,-0.202637291400379,-0.141446016896655,-1.06763707640711,-0.0609966832027791,0.162475614354462,522.26,0
